,support,itemsets
397,0.0005053057099545225,44 40296
279,0.0005053057099545225,24 20139
16,0.0005053057099545225,11 10558
17,0.0005053057099545225,11 10559
404,0.0005053057099545225,44 40828
130,0.0005053057099545225,15 10471
38,0.0005053057099545225,11 10581
44,0.0005053057099545225,11 10635
350,0.0005053057099545225,36 10417
143,0.0005053057099545225,15 10543
230,0.0005053057099545225,19 10735
233,0.0005053057099545225,19 10771
402,0.0005053057099545225,44 40472
282,0.0005053057099545225,24 20143
59,0.0005053057099545225,11 40435
217,0.0005053057099545225,19 10413
315,0.0005053057099545225,28 20053
146,0.0005053057099545225,15 10695
213,0.0005053057099545225,19 10313
314,0.0005053057099545225,28 20049
69,0.0005053057099545225,14 10499
313,0.0005053057099545225,28 10796
71,0.0005053057099545225,14 10501
406,0.0005053057099545225,47 10157
147,0.0005053057099545225,15 10707
149,0.0005053057099545225,15 30248
207,0.0005053057099545225,18 30413
298,0.0005053057099545225,24 20189
161,0.00025265285497726126,16 50925
167,0.00025265285497726126,17 10758
163,0.00025265285497726126,17 10751
165,0.00025265285497726126,17 10755
166,0.00025265285497726126,17 10757
160,0.00025265285497726126,16 50788
169,0.00025265285497726126,17 10778
714,0.00025265285497726126,75 50021
722,0.00025265285497726126,75 50406
407,0.00025265285497726126,47 10354
159,0.00025265285497726126,16 50786
158,0.00025265285497726126,16 50657
157,0.00025265285497726126,16 30666
727,0.00025265285497726126,75 50634
156,0.00025265285497726126,16 30096
155,0.00025265285497726126,16 30094
154,0.00025265285497726126,16 10632
152,0.00025265285497726126,16 10599
171,0.00025265285497726126,17 30201
151,0.00025265285497726126,16 10065
150,0.00025265285497726126,15 30475
145,0.00025265285497726126,15 10632
144,0.00025265285497726126,15 10581
142,0.00025265285497726126,15 10538
139,0.00025265285497726126,15 10487
170,0.00025265285497726126,17 30180
694,0.00025265285497726126,672 62001
172,0.00025265285497726126,17 30265
209,0.00025265285497726126,18 30420
188,0.00025265285497726126,18 10636
189,0.00025265285497726126,18 10704
190,0.00025265285497726126,18 30015
192,0.00025265285497726126,18 30071
679,0.00025265285497726126,672 60157
195,0.00025265285497726126,18 30077
196,0.00025265285497726126,18 30080
206,0.00025265285497726126,18 30225
669,0.00025265285497726126,672 60077
210,0.00025265285497726126,18 60372
686,0.00025265285497726126,672 60683
212,0.00025265285497726126,19 10297
214,0.00025265285497726126,19 10391
215,0.00025265285497726126,19 10410
218,0.00025265285497726126,19 10420
219,0.00025265285497726126,19 10423
220,0.00025265285497726126,19 10489
658,0.00025265285497726126,671 61179
657,0.00025265285497726126,671 61025
223,0.00025265285497726126,19 10624
187,0.00025265285497726126,18 10634
687,0.00025265285497726126,672 60742
710,0.00025265285497726126,74 61119
700,0.00025265285497726126,677 61103
173,0.00025265285497726126,17 30266
708,0.00025265285497726126,74 61113
707,0.00025265285497726126,74 60727
706,0.00025265285497726126,74 60709
174,0.00025265285497726126,18 10147
704,0.00025265285497726126,74 60431
175,0.00025265285497726126,18 10171
176,0.00025265285497726126,18 10598
701,0.00025265285497726126,677 61256
699,0.00025265285497726126,677 60995
688,0.00025265285497726126,672 60893
698,0.00025265285497726126,677 60008
697,0.00025265285497726126,677 60004
696,0.00025265285497726126,676 60184
695,0.00025265285497726126,672 62002
137,0.00025265285497726126,15 10484
177,0.00025265285497726126,18 10607
178,0.00025265285497726126,18 10611
179,0.00025265285497726126,18 10616
180,0.00025265285497726126,18 10619
138,0.00025265285497726126,15 10486
757,0.00025265285497726126,77 20015
134,0.00025265285497726126,15 10480
818,0.00025265285497726126,BLUE 10616
84,0.00025265285497726126,14 10521
87,0.00025265285497726126,14 10526
88,0.00025265285497726126,14 10528
89,0.00025265285497726126,14 10530
91,0.00025265285497726126,14 10543
92,0.00025265285497726126,14 10620
93,0.00025265285497726126,14 10641
94,0.00025265285497726126,14 10644
95,0.00025265285497726126,14 11025
96,0.00025265285497726126,14 11039
97,0.00025265285497726126,14 50190
98,0.00025265285497726126,14 50262
82,0.00025265285497726126,14 10518
99,0.00025265285497726126,14 50264
100,0.00025265285497726126,14 50268
101,0.00025265285497726126,14 50269
102,0.00025265285497726126,14 50271
812,0.00025265285497726126,BLUE 10134
811,0.00025265285497726126,90 40864
810,0.00025265285497726126,90 40507
809,0.00025265285497726126,90 40421
808,0.00025265285497726126,90 40420
807,0.00025265285497726126,90 40352
806,0.00025265285497726126,90 40351
833,0.00025265285497726126,BLUE 60065
81,0.00025265285497726126,14 10517
802,0.00025265285497726126,90 40280
65,0.00025265285497726126,14 10159
12,0.00025265285497726126,11 10552
864,0.00025265285497726126,BLUE 61217
49,0.00025265285497726126,11 10716
51,0.00025265285497726126,11 20200
54,0.00025265285497726126,11 40369
56,0.00025265285497726126,11 40371
57,0.00025265285497726126,11 40378
58,0.00025265285497726126,11 40432
60,0.00025265285497726126,11 40436
63,0.00025265285497726126,11 40681
64,0.00025265285497726126,12 10257
67,0.00025265285497726126,14 10495
836,0.00025265285497726126,BLUE 60093
70,0.00025265285497726126,14 10500
72,0.00025265285497726126,14 10502
73,0.00025265285497726126,14 10505
74,0.00025265285497726126,14 10508
843,0.00025265285497726126,BLUE 60117
842,0.00025265285497726126,BLUE 60115
75,0.00025265285497726126,14 10509
76,0.00025265285497726126,14 10510
77,0.00025265285497726126,14 10511
79,0.00025265285497726126,14 10513
80,0.00025265285497726126,14 10514
105,0.00025265285497726126,14 50490
106,0.00025265285497726126,14 50497
133,0.00025265285497726126,15 10474
760,0.00025265285497726126,77 20027
771,0.00025265285497726126,77 30816
121,0.00025265285497726126,14 50720
122,0.00025265285497726126,14 50881
124,0.00025265285497726126,15 10402
767,0.00025265285497726126,77 30810
766,0.00025265285497726126,77 30786
765,0.00025265285497726126,77 30686
125,0.00025265285497726126,15 10455
126,0.00025265285497726126,15 10456
762,0.00025265285497726126,77 20038
761,0.00025265285497726126,77 20028
759,0.00025265285497726126,77 20025
773,0.00025265285497726126,77 40690
758,0.00025265285497726126,77 20022
224,0.00025265285497726126,19 10625
756,0.00025265285497726126,77 20011
755,0.00025265285497726126,77 20009
127,0.00025265285497726126,15 10464
753,0.00025265285497726126,77 20005
752,0.00025265285497726126,77 20003
128,0.00025265285497726126,15 10469
750,0.00025265285497726126,77 10373
129,0.00025265285497726126,15 10470
131,0.00025265285497726126,15 10472
772,0.00025265285497726126,77 40670
774,0.00025265285497726126,78 20200
800,0.00025265285497726126,90 40254
110,0.00025265285497726126,14 50557
799,0.00025265285497726126,78 61254
108,0.00025265285497726126,14 50553
797,0.00025265285497726126,78 60809
796,0.00025265285497726126,78 60730
795,0.00025265285497726126,78 60673
794,0.00025265285497726126,78 60372
793,0.00025265285497726126,78 60215
792,0.00025265285497726126,78 60212
109,0.00025265285497726126,14 50555
790,0.00025265285497726126,78 60208
789,0.00025265285497726126,78 60207
787,0.00025265285497726126,78 60204
120,0.00025265285497726126,14 50678
786,0.00025265285497726126,78 60199
111,0.00025265285497726126,14 50562
112,0.00025265285497726126,14 50564
113,0.00025265285497726126,14 50567
114,0.00025265285497726126,14 50574
115,0.00025265285497726126,14 50576
116,0.00025265285497726126,14 50577
779,0.00025265285497726126,78 60111
117,0.00025265285497726126,14 50579
118,0.00025265285497726126,14 50586
119,0.00025265285497726126,14 50616
655,0.00025265285497726126,671 61022
245,0.00025265285497726126,21 10562
653,0.00025265285497726126,671 61012
336,0.00025265285497726126,35 10303
495,0.00025265285497726126,50 50081
494,0.00025265285497726126,50 50080
337,0.00025265285497726126,35 10737
340,0.00025265285497726126,36 10093
491,0.00025265285497726126,50 50077
490,0.00025265285497726126,49 50176
489,0.00025265285497726126,49 50173
488,0.00025265285497726126,49 50171
487,0.00025265285497726126,49 50170
486,0.00025265285497726126,49 50166
485,0.00025265285497726126,49 50162
342,0.00025265285497726126,36 10101
344,0.00025265285497726126,36 10105
345,0.00025265285497726126,36 10110
481,0.00025265285497726126,49 10761
348,0.00025265285497726126,36 10302
479,0.00025265285497726126,49 10611
478,0.00025265285497726126,47 61254
349,0.00025265285497726126,36 10303
476,0.00025265285497726126,47 60674
354,0.00025265285497726126,36 10431
355,0.00025265285497726126,36 10789
359,0.00025265285497726126,36 30448
496,0.00025265285497726126,50 50082
498,0.00025265285497726126,50 50093
362,0.00025265285497726126,36 30500
499,0.00025265285497726126,54 10639
329,0.00025265285497726126,33 30437
522,0.00025265285497726126,55 50269
521,0.00025265285497726126,55 50268
520,0.00025265285497726126,55 50267
519,0.00025265285497726126,55 50266
518,0.00025265285497726126,55 50265
517,0.00025265285497726126,55 50264
330,0.00025265285497726126,33 30467
515,0.00025265285497726126,55 50207
514,0.00025265285497726126,55 10641
513,0.00025265285497726126,55 10639
331,0.00025265285497726126,33 30476
511,0.00025265285497726126,54 50770
332,0.00025265285497726126,33 30487
509,0.00025265285497726126,54 50685
508,0.00025265285497726126,54 50593
507,0.00025265285497726126,54 50589
334,0.00025265285497726126,33 30502
335,0.00025265285497726126,33 30838
503,0.00025265285497726126,54 50585
502,0.00025265285497726126,54 50584
501,0.00025265285497726126,54 50582
500,0.00025265285497726126,54 50576
470,0.00025265285497726126,47 60238
366,0.00025265285497726126,36 60108
652,0.00025265285497726126,671 61008
398,0.00025265285497726126,44 40306
400,0.00025265285497726126,44 40458
432,0.00025265285497726126,47 40286
431,0.00025265285497726126,47 40262
430,0.00025265285497726126,47 40230
401,0.00025265285497726126,44 40469
428,0.00025265285497726126,47 40189
427,0.00025265285497726126,47 40186
426,0.00025265285497726126,47 40183
425,0.00025265285497726126,47 40178
424,0.00025265285497726126,47 40174
423,0.00025265285497726126,47 40119
422,0.00025265285497726126,47 40095
420,0.00025265285497726126,47 11051
419,0.00025265285497726126,47 11034
418,0.00025265285497726126,47 11030
417,0.00025265285497726126,47 11027
403,0.00025265285497726126,44 40827
415,0.00025265285497726126,47 10635
414,0.00025265285497726126,47 10634
413,0.00025265285497726126,47 10633
405,0.00025265285497726126,45 10633
410,0.00025265285497726126,47 10625
409,0.00025265285497726126,47 10363
399,0.00025265285497726126,44 40307
396,0.00025265285497726126,44 40129
464,0.00025265285497726126,47 60152
438,0.00025265285497726126,47 40447
369,0.00025265285497726126,36 60674
370,0.00025265285497726126,36 61253
372,0.00025265285497726126,38 10543
373,0.00025265285497726126,38 10751
459,0.00025265285497726126,47 60147
374,0.00025265285497726126,38 10754
375,0.00025265285497726126,38 10757
377,0.00025265285497726126,38 10790
378,0.00025265285497726126,38 10835
379,0.00025265285497726126,38 10839
380,0.00025265285497726126,38 30172
382,0.00025265285497726126,40 10629
449,0.00025265285497726126,47 60109
383,0.00025265285497726126,41 10629
384,0.00025265285497726126,41 10634
385,0.00025265285497726126,43 50166
386,0.00025265285497726126,44 10352
388,0.00025265285497726126,44 10359
443,0.00025265285497726126,47 40786
389,0.00025265285497726126,44 10360
393,0.00025265285497726126,44 10631
394,0.00025265285497726126,44 10633
395,0.00025265285497726126,44 30101
524,0.00025265285497726126,55 50275
525,0.00025265285497726126,55 50278
526,0.00025265285497726126,55 50284
256,0.00025265285497726126,21 20287
259,0.00025265285497726126,21 20290
261,0.00025265285497726126,22 10543
264,0.00025265285497726126,22 10549
265,0.00025265285497726126,22 10579
266,0.00025265285497726126,24 10383
269,0.00025265285497726126,24 10552
270,0.00025265285497726126,24 10561
271,0.00025265285497726126,24 10573
609,0.00025265285497726126,66 60527
273,0.00025265285497726126,24 10579
274,0.00025265285497726126,24 20124
605,0.00025265285497726126,66 60390
604,0.00025265285497726126,66 60300
603,0.00025265285497726126,66 60294
275,0.00025265285497726126,24 20130
601,0.00025265285497726126,66 11029
600,0.00025265285497726126,66 10784
599,0.00025265285497726126,66 10783
276,0.00025265285497726126,24 20131
597,0.00025265285497726126,66 10781
596,0.00025265285497726126,66 10779
595,0.00025265285497726126,66 10589
594,0.00025265285497726126,66 10159
258,0.00025265285497726126,21 20289
254,0.00025265285497726126,21 20264
527,0.00025265285497726126,58 50490
253,0.00025265285497726126,21 20208
225,0.00025265285497726126,19 10638
226,0.00025265285497726126,19 10639
228,0.00025265285497726126,19 10707
229,0.00025265285497726126,19 10709
234,0.00025265285497726126,19 50252
235,0.00025265285497726126,19 50253
236,0.00025265285497726126,19 50254
237,0.00025265285497726126,20 10201
238,0.00025265285497726126,20 40440
243,0.00025265285497726126,21 10552
244,0.00025265285497726126,21 10558
246,0.00025265285497726126,21 10565
636,0.00025265285497726126,662 61138
247,0.00025265285497726126,21 10573
634,0.00025265285497726126,662 60659
633,0.00025265285497726126,662 60658
248,0.00025265285497726126,21 10576
631,0.00025265285497726126,662 60088
249,0.00025265285497726126,21 10577
629,0.00025265285497726126,662 60085
250,0.00025265285497726126,21 20200
626,0.00025265285497726126,662 60080
252,0.00025265285497726126,21 20207
593,0.00025265285497726126,66 10071
277,0.00025265285497726126,24 20136
591,0.00025265285497726126,65 11029
590,0.00025265285497726126,649 62030
551,0.00025265285497726126,60 60129
316,0.00025265285497726126,28 20056
317,0.00025265285497726126,29 10102
318,0.00025265285497726126,29 10106
319,0.00025265285497726126,29 10108
545,0.00025265285497726126,60 60121
320,0.00025265285497726126,29 10109
543,0.00025265285497726126,60 60119
321,0.00025265285497726126,29 10110
322,0.00025265285497726126,31 10406
323,0.00025265285497726126,31 10428
324,0.00025265285497726126,31 20479
325,0.00025265285497726126,32 10632
326,0.00025265285497726126,32 30034
327,0.00025265285497726126,33 10297
535,0.00025265285497726126,60 10600
534,0.00025265285497726126,60 10172
533,0.00025265285497726126,60 10085
328,0.00025265285497726126,33 10790
531,0.00025265285497726126,59 50615
530,0.00025265285497726126,59 10159
529,0.00025265285497726126,58 50819
528,0.00025265285497726126,58 50496
554,0.00025265285497726126,60 60132
312,0.00025265285497726126,28 10790
309,0.00025265285497726126,28 10414
576,0.00025265285497726126,60 60259
589,0.00025265285497726126,649 60718
588,0.00025265285497726126,649 60242
278,0.00025265285497726126,24 20137
280,0.00025265285497726126,24 20140
281,0.00025265285497726126,24 20141
283,0.00025265285497726126,24 20157
284,0.00025265285497726126,24 20162
285,0.00025265285497726126,24 20165
578,0.00025265285497726126,60 60718
288,0.00025265285497726126,24 20175
575,0.00025265285497726126,60 60249
305,0.00025265285497726126,25 20199
289,0.00025265285497726126,24 20176
290,0.00025265285497726126,24 20177
294,0.00025265285497726126,24 20182
567,0.00025265285497726126,60 60155
566,0.00025265285497726126,60 60154
300,0.00025265285497726126,24 20193
564,0.00025265285497726126,60 60152
301,0.00025265285497726126,24 20197
303,0.00025265285497726126,25 10548
304,0.00025265285497726126,25 10561
868,0.00025265285497726126,BLUE 62042
