,support,stop_ID,direction
0,0.018948964,60675,BLUE Downtown
1,0.0176857,10611,BLUE St. Norbert
2,0.016927741,50402,75 University of Manitoba
3,0.016422436,60105,75 Kildonan Place
4,0.016169783,61254,75 University of Manitoba
5,0.014906518,61212,BLUE Downtown
6,0.01414856,60673,75 Kildonan Place
7,0.013390601,60103,BLUE Downtown
8,0.013137948,60105,BLUE Downtown
9,0.011622031,61206,BLUE Downtown
10,0.011622031,61213,BLUE University of Manitoba
11,0.011369378,10641,BLUE St. Norbert
12,0.010864073,60103,75 Kildonan Place
13,0.010864073,61215,BLUE University of Manitoba
14,0.010358767,10639,BLUE St. Norbert
15,0.00884285,10159,BLUE St. Norbert
16,0.008084891,60105,60 Downtown
17,0.008084891,60521,66 Unicity
18,0.007579586,10642,BLUE St. Norbert
19,0.00707428,61204,BLUE Downtown
20,0.006821627,61254,60 University of Manitoba
21,0.006821627,50404,75 University of Manitoba
22,0.005811016,11029,BLUE St. Norbert
23,0.005811016,61207,BLUE University of Manitoba
24,0.005558363,11032,BLUE Downtown
25,0.005558363,61202,BLUE Downtown
26,0.005558363,61205,BLUE University of Manitoba
27,0.00530571,61210,BLUE Downtown
28,0.00530571,61253,75 University of Manitoba
29,0.005053057,60911,75 Kildonan Place
30,0.005053057,50403,75 Kildonan Place
31,0.005053057,60105,75 Kildonan Place
32,0.004800404,50603,75 Kildonan Place
33,0.004800404,61253,BLUE University of Manitoba
34,0.004800404,60112,75 University of Manitoba
35,0.004547751,60113,75 University of Manitoba
36,0.004547751,60139,75 University of Manitoba
37,0.004547751,50602,75 University of Manitoba
38,0.004042446,11034,BLUE Downtown
39,0.004042446,60105,78 Polo Park
40,0.003789793,61211,BLUE University of Manitoba
41,0.003789793,60096,60 University of Manitoba
42,0.00353714,11029,BLUE University of Manitoba
43,0.00353714,60106,672 Prairie Pointe via Killarney
44,0.00353714,10545,11 Polo Park
45,0.003284487,11031,BLUE St. Norbert
46,0.003284487,60070,671 U. of Manitoba via Dalhousie
47,0.003031834,60108,75 Kildonan Place
48,0.003031834,10562,11 Glenway
49,0.003031834,60114,75 Kildonan Place
50,0.003031834,60103,75 Kildonan Place
51,0.003031834,60105,74 Polo Park
52,0.003031834,60096,74 University of Manitoba
53,0.003031834,60080,672 Prairie Pointe via Killarney
54,0.003031834,11033,BLUE St. Norbert
55,0.003031834,50400,75 University of Manitoba
56,0.002779181,11027,BLUE St. Norbert
57,0.002779181,60075,662 University of Manitoba
58,0.002779181,61203,BLUE St. Norbert
59,0.002779181,11031,BLUE University of Manitoba
60,0.002779181,60105,672 Prairie Pointe via Killarney
61,0.002779181,10157,BLUE Downtown
62,0.002526529,61254,75 University of Manitoba
63,0.002526529,60105,36 Health Sciences Centre
64,0.002526529,10546,11 Polo Park
65,0.002526529,60140,60 Downtown
66,0.002526529,60113,47 University of Manitoba
67,0.002526529,61209,BLUE University of Manitoba
68,0.002526529,61255,BLUE Downtown
69,0.002526529,61214,BLUE Downtown
70,0.002273876,61203,BLUE University of Manitoba
71,0.002273876,11033,BLUE University of Manitoba
72,0.002273876,61206,BLUE Downtown
73,0.002273876,10629,11 Glenway
74,0.002273876,61208,BLUE Downtown
75,0.002273876,30491,36 University of Manitoba
76,0.002273876,10624,BLUE Downtown
77,0.002273876,61254,672 U. of Manitoba via Killarney
78,0.002273876,61116,60 University of Manitoba
79,0.002273876,60068,671 U. of Manitoba via Dalhousie
80,0.002021223,61207,BLUE St. Norbert
81,0.002021223,60138,75 University of Manitoba
82,0.002021223,20178,24 Downtown
83,0.002021223,60138,47 University of Manitoba
84,0.002021223,10815,36 University of Manitoba
85,0.002021223,60103,78 Polo Park
86,0.002021223,60123,60 University of Manitoba
87,0.002021223,60148,47 University of Manitoba
88,0.002021223,60075,671 U. of Manitoba via Dalhousie
89,0.002021223,61253,60 University of Manitoba
90,0.002021223,10631,18 Riverbend
91,0.002021223,11027,BLUE University of Manitoba
92,0.002021223,60153,60 Downtown
93,0.00176857,60146,60 Downtown
94,0.00176857,60111,75 Kildonan Place
95,0.00176857,50407,75 University of Manitoba
96,0.00176857,60077,662 University of Manitoba
97,0.00176857,10641,BLUE University of Manitoba
98,0.00176857,11032,BLUE Downtown
99,0.00176857,20179,24 Downtown
100,0.00176857,10426,36 University of Manitoba
101,0.00176857,10546,21 Westwood
102,0.00176857,62020,74 University of Manitoba
103,0.00176857,61218,BLUE University of Manitoba
104,0.00176857,50079,50 Sage Creek
105,0.001515917,10545,11 Polo Park
106,0.001515917,10561,11 Polo Park
107,0.001515917,60105,671 Prairie Pointe via Dalhousie
108,0.001515917,11028,BLUE Downtown
109,0.001515917,60081,672 U. of Manitoba via Killarney
110,0.001515917,40336,47 University of Manitoba
111,0.001515917,60078,672 Prairie Pointe via Killarney
112,0.001515917,60155,47 University of Manitoba
113,0.001515917,11030,BLUE Downtown
114,0.001515917,60073,671 U. of Manitoba via Dalhousie
115,0.001515917,60074,672 U. of Manitoba via Killarney
116,0.001515917,40195,47 University of Manitoba
117,0.001515917,10565,11 Glenway
118,0.001515917,10549,11 Polo Park
119,0.001515917,10546,21 Grace Hospital
120,0.001515917,10615,BLUE St. Norbert
121,0.001515917,61211,BLUE St. Norbert
122,0.001515917,10629,18 Riverbend
123,0.001515917,10573,11 North Kildonan via Rothesay
124,0.001515917,10573,11 Glenway
125,0.001515917,10205,36 Health Sciences Centre
126,0.001515917,60246,60 University of Manitoba
127,0.001515917,60057,672 Prairie Pointe via Killarney
128,0.001263264,10710,49 North Transcona
129,0.001263264,60083,672 U. of Manitoba via Killarney
130,0.001263264,60674,60 Downtown
131,0.001263264,60107,75 University of Manitoba
132,0.001263264,40308,90 North Transcona
133,0.001263264,60148,60 University of Manitoba
134,0.001263264,60064,672 Prairie Pointe via Killarney
135,0.001263264,60239,47 University of Manitoba
136,0.001263264,60075,672 U. of Manitoba via Killarney
137,0.001263264,60151,60 University of Manitoba
138,0.001263264,60246,47 University of Manitoba
139,0.001263264,10548,11 Polo Park
140,0.001263264,10612,BLUE Downtown
141,0.001263264,60114,75 Kildonan Place
142,0.001263264,10563,11 Glenway
143,0.001263264,10562,11 North Kildonan via Donwood
144,0.001263264,10548,11 Crestview
145,0.001263264,60076,672 Prairie Pointe via Killarney
146,0.001263264,11028,BLUE Downtown
147,0.001263264,10549,11 Westwood
148,0.001263264,60097,60 Downtown
149,0.001263264,10566,11 Glenway
150,0.001263264,61254,36 University of Manitoba
151,0.001263264,10817,36 University of Manitoba
152,0.001263264,60125,60 University of Manitoba
153,0.001263264,60051,662 University of Manitoba
154,0.001263264,60105,47 Transcona via Regent
155,0.001263264,60103,36 Health Sciences Centre
156,0.001263264,60103,47 Transcona via Regent
157,0.001263264,60063,672 U. of Manitoba via Killarney
158,0.001263264,40470,47 University of Manitoba
159,0.001263264,60251,36 University of Manitoba
160,0.001263264,60158,672 U. of Manitoba via Killarney
161,0.001263264,10629,11 North Kildonan via Rothesay
162,0.001263264,60114,78 Polo Park
163,0.001263264,60078,662 Markham Station
164,0.001263264,61205,BLUE St. Norbert
165,0.001263264,60144,60 University of Manitoba
166,0.001263264,11033,BLUE St. Norbert
167,0.001263264,60144,47 University of Manitoba
168,0.001263264,10576,11 Glenway
169,0.001263264,60910,75 University of Manitoba
170,0.001263264,60118,60 University of Manitoba
171,0.001263264,61205,BLUE St. Norbert
172,0.001263264,50401,75 Kildonan Place
173,0.001010611,60111,75 Kildonan Place
174,0.001010611,61113,60 University of Manitoba
175,0.001010611,60244,47 Transcona via Regent
176,0.001010611,61114,60 University of Manitoba
177,0.001010611,50588,54 Downtown
178,0.001010611,10197,36 University of Manitoba
179,0.001010611,10102,36 University of Manitoba
180,0.001010611,60523,66 Unicity
181,0.001010611,10482,15 Inkster Park via Inkster
182,0.001010611,60084,662 Markham Station
183,0.001010611,60050,662 Markham Station
184,0.001010611,60721,75 University of Manitoba
185,0.001010611,10548,21 Grace Hospital
186,0.001010611,50586,54 Downtown
187,0.001010611,61253,672 U. of Manitoba via Killarney
188,0.001010611,60041,662 University of Manitoba
189,0.001010611,60910,75 University of Manitoba
190,0.001010611,10629,44 Kildonan Place via Louelda
191,0.001010611,10629,44 Kildonan Place via London
192,0.001010611,60046,662 Markham Station
193,0.001010611,60120,60 Downtown
194,0.001010611,10157,BLUE Downtown
195,0.001010611,40443,11 Polo Park
196,0.001010611,10568,11 Glenway
197,0.001010611,61204,BLUE Downtown
198,0.001010611,50405,75 Kildonan Place
199,0.001010611,10770,19 RRC Polytech via Notre Dame
200,0.001010611,60243,47 University of Manitoba
201,0.001010611,60107,47 University of Manitoba
202,0.001010611,61204,BLUE Downtown
203,0.001010611,10714,11 Glenway
204,0.001010611,60117,60 University of Manitoba
205,0.001010611,30098,11 Polo Park
206,0.001010611,30416,18 Tuxedo
207,0.001010611,60153,47 Transcona via Regent
208,0.001010611,11031,BLUE St. Norbert
209,0.001010611,60151,47 University of Manitoba
210,0.001010611,61209,BLUE St. Norbert
211,0.001010611,10611,BLUE University of Manitoba
212,0.001010611,60243,60 University of Manitoba
213,0.001010611,60112,47 University of Manitoba
214,0.001010611,60239,60 University of Manitoba
215,0.001010611,20181,24 Downtown
216,0.001010611,60108,75 Kildonan Place
217,0.001010611,61254,74 University of Manitoba
218,0.001010611,61210,BLUE Downtown
219,0.001010611,61209,BLUE St. Norbert
220,0.001010611,10642,BLUE University of Manitoba
221,0.001010611,60242,47 Transcona via Regent
222,0.001010611,10159,BLUE University of Manitoba
223,0.001010611,10562,11 North Kildonan via Rothesay
224,0.000757959,10372,77 Kildonan Place
225,0.000757959,30500,35 Amber Trails
226,0.000757959,10769,19 RRC Polytech via Notre Dame
227,0.000757959,20198,24 Downtown
228,0.000757959,10094,36 University of Manitoba
229,0.000757959,10087,36 Health Sciences Centre
230,0.000757959,10545,22 St. Charles
231,0.000757959,61249,672 U. of Manitoba via Killarney
232,0.000757959,11039,15 Inkster Park via Inkster
233,0.000757959,60050,672 Prairie Pointe via Killarney
234,0.000757959,60081,662 University of Manitoba
235,0.000757959,10490,19 Windsor Park via Drake
236,0.000757959,10491,19 Windsor Park via Autumnwood
237,0.000757959,61120,74 Polo Park
238,0.000757959,50633,75 University of Manitoba
239,0.000757959,30097,18 Riverbend
240,0.000757959,30095,18 Riverbend
241,0.000757959,10632,18 Tuxedo
242,0.000757959,10633,18 Tuxedo
243,0.000757959,10545,21 Grace Hospital
244,0.000757959,60082,672 Prairie Pointe via Killarney
245,0.000757959,50824,75 University of Manitoba
246,0.000757959,60673,75 Kildonan Place
247,0.000757959,10759,17 Maples
248,0.000757959,60085,672 Prairie Pointe via Killarney
249,0.000757959,30087,18 Riverbend
250,0.000757959,30089,18 Riverbend
251,0.000757959,60911,75 Kildonan Place
252,0.000757959,60072,671 Prairie Pointe via Dalhousie
253,0.000757959,10549,24 Unicity
254,0.000757959,60680,671 U. of Manitoba via Dalhousie
255,0.000757959,30094,18 Tuxedo
256,0.000757959,61253,75 University of Manitoba
257,0.000757959,10548,24 Unicity
258,0.000757959,10406,28 Inkster Park
259,0.000757959,60160,672 U. of Manitoba via Killarney
260,0.000757959,10159,55 St. Vital Centre via Meadowood
261,0.000757959,61117,60 Downtown
262,0.000757959,60138,60 University of Manitoba
263,0.000757959,10569,11 Glenway
264,0.000757959,60150,60 University of Manitoba
265,0.000757959,40437,11 Polo Park
266,0.000757959,10498,14 South St. Vital via Dakota
267,0.000757959,10639,BLUE University of Manitoba
268,0.000757959,10625,BLUE Downtown
269,0.000757959,10570,11 Glenway
270,0.000757959,60150,47 University of Manitoba
271,0.000757959,60244,60 Downtown
272,0.000757959,30099,11 North Kildonan via Rothesay
273,0.000757959,60116,60 Downtown
274,0.000757959,10641,47 University of Manitoba
275,0.000757959,60153,47 Transcona via Regent
276,0.000757959,60115,60 University of Manitoba
277,0.000757959,10563,11 North Kildonan via Rothesay
278,0.000757959,20288,21 Downtown
279,0.000757959,61118,60 Downtown
280,0.000757959,60149,60 Downtown
281,0.000757959,10572,11 North Kildonan via Rothesay
282,0.000757959,10561,11 Polo Park
283,0.000757959,60114,47 Transcona via Regent
284,0.000757959,60127,60 Downtown
285,0.000757959,10579,11 North Kildonan via Rothesay
286,0.000757959,60111,47 Transcona via Regent
287,0.000757959,40768,47 Transcona via Kildare
288,0.000757959,40756,47 University of Manitoba
289,0.000757959,40448,47 University of Manitoba
290,0.000757959,10634,11 Polo Park
291,0.000757959,60147,60 Downtown
292,0.000757959,60736,BLUE St. Norbert
293,0.000757959,40322,47 Transcona via Kildare
294,0.000757959,10575,11 Glenway
295,0.000757959,10422,36 University of Manitoba
296,0.000757959,10637,11 Polo Park
297,0.000757959,10712,11 North Kildonan via Rothesay
298,0.000757959,60146,47 Transcona via Regent
299,0.000757959,10563,11 North Kildonan via Donwood
300,0.000757959,10564,11 North Kildonan via Donwood
301,0.000757959,40272,90 Henderson & Whellams
302,0.000757959,60141,78 Polo Park
303,0.000757959,10429,36 University of Manitoba
304,0.000757959,60076,662 Markham Station
305,0.000757959,10483,15 Inkster Park via Church
306,0.000757959,10482,15 Inkster Park via Church
307,0.000757959,60074,662 University of Manitoba
308,0.000757959,60052,662 Markham Station
309,0.000757959,60048,662 University of Manitoba
310,0.000757959,10546,11 Crestview
311,0.000757959,60107,78 University of Manitoba
312,0.000757959,60108,78 Polo Park
313,0.000757959,10546,11 Polo Park
314,0.000757959,61253,78 University of Manitoba
315,0.000757959,50157,49 North Transcona
316,0.000757959,10547,11 Polo Park
317,0.000757959,60112,78 University of Manitoba
318,0.000757959,61214,BLUE Downtown
319,0.000757959,60237,47 Transcona via Regent
320,0.000757959,61212,BLUE Downtown
321,0.000757959,10630,44 Kildonan Place via Louelda
322,0.000757959,60194,78 University of Manitoba
323,0.000757959,10547,11 Polo Park
324,0.000757959,60718,47 University of Manitoba
325,0.000757959,10548,11 Polo Park
326,0.000505306,50686,54 Downtown
327,0.000505306,60154,47 University of Manitoba
328,0.000505306,60108,47 Transcona via Regent
329,0.000505306,60672,672 Prairie Pointe via Killarney
330,0.000505306,10804,49 Downtown
331,0.000505306,20418,21 Downtown
332,0.000505306,20143,24 Unicity
333,0.000505306,60051,672 U. of Manitoba via Killarney
334,0.000505306,60126,60 Downtown
335,0.000505306,20183,24 Downtown
336,0.000505306,50587,54 South St. Vital
337,0.000505306,60139,47 University of Manitoba
338,0.000505306,50083,50 Sage Creek
339,0.000505306,50271,55 St. Vital Centre via Meadowood
340,0.000505306,20166,24 Unicity
341,0.000505306,60425,672 Prairie Pointe via Killarney
342,0.000505306,50078,50 Sage Creek
343,0.000505306,10078,60 University of Manitoba
344,0.000505306,10803,49 North Transcona
345,0.000505306,60146,47 Transcona via Regent
346,0.000505306,60090,672 U. of Manitoba via Killarney
347,0.000505306,60056,672 Prairie Pointe via Killarney
348,0.000505306,60149,47 Transcona via Regent
349,0.000505306,20174,24 Downtown
350,0.000505306,20184,24 Downtown
351,0.000505306,10417,36 Maples
352,0.000505306,60108,47 Transcona via Regent
353,0.000505306,60071,671 Prairie Pointe via Dalhousie
354,0.000505306,40828,44 Broadway via Louelda
355,0.000505306,40472,44 Broadway via Louelda
356,0.000505306,40296,44 Kildonan Place via London
357,0.000505306,10070,66 Unicity
358,0.000505306,10782,66 Unicity
359,0.000505306,10357,44 Broadway via Louelda
360,0.000505306,60524,66 City Hall
361,0.000505306,60036,662 Markham Station
362,0.000505306,60038,662 University of Manitoba
363,0.000505306,60043,662 University of Manitoba
364,0.000505306,60105,47 Transcona via Regent
365,0.000505306,60044,662 Markham Station
366,0.000505306,60253,36 Health Sciences Centre
367,0.000505306,60672,662 Markham Station
368,0.000505306,30496,33 Downtown
369,0.000505306,60105,662 Markham Station
370,0.000505306,60086,662 University of Manitoba
371,0.000505306,30841,36 University of Manitoba
372,0.000505306,30467,36 University of Manitoba
373,0.000505306,10817,36 University of Manitoba
374,0.000505306,60079,662 University of Manitoba
375,0.000505306,10798,36 University of Manitoba
376,0.000505306,61115,60 University of Manitoba
377,0.000505306,60076,671 Prairie Pointe via Dalhousie
378,0.000505306,60078,671 Prairie Pointe via Dalhousie
379,0.000505306,10630,47 Transcona via Regent
380,0.000505306,20189,24 Downtown
381,0.000505306,20191,24 Downtown
382,0.000505306,61023,671 U. of Manitoba via Dalhousie
383,0.000505306,60103,47 Transcona via Regent
384,0.000505306,40790,47 University of Manitoba
385,0.000505306,61021,671 U. of Manitoba via Dalhousie
386,0.000505306,40337,47 Transcona via Kildare
387,0.000505306,60131,60 University of Manitoba
388,0.000505306,10407,28 Downtown
389,0.000505306,10413,28 Downtown
390,0.000505306,10422,28 Downtown
391,0.000505306,10489,28 Downtown
392,0.000505306,60672,671 Prairie Pointe via Dalhousie
393,0.000505306,60156,60 Downtown
394,0.000505306,10796,28 Downtown
395,0.000505306,20049,28 Downtown
396,0.000505306,20053,28 Inkster Park
397,0.000505306,60242,60 Downtown
398,0.000505306,60085,671 Prairie Pointe via Dalhousie
399,0.000505306,60083,671 U. of Manitoba via Dalhousie
400,0.000505306,60082,671 Prairie Pointe via Dalhousie
401,0.000505306,60248,60 University of Manitoba
402,0.000505306,60080,671 Prairie Pointe via Dalhousie
403,0.000505306,60682,672 Prairie Pointe via Killarney
404,0.000505306,10411,19 RRC Polytech via Notre Dame
405,0.000505306,61207,BLUE St. Norbert
406,0.000505306,10572,11 North Kildonan via Rothesay
407,0.000505306,10571,11 Glenway
408,0.000505306,10570,11 North Kildonan via Donwood
409,0.000505306,10568,11 North Kildonan via Rothesay
410,0.000505306,10634,11 Polo Park
411,0.000505306,10634,11 Polo Park
412,0.000505306,10565,11 North Kildonan via Rothesay
413,0.000505306,10565,11 North Kildonan via Donwood
414,0.000505306,10565,11 North Kildonan via Rothesay
415,0.000505306,10564,11 Glenway
416,0.000505306,61208,BLUE Downtown
417,0.000505306,10561,11 Polo Park
418,0.000505306,10558,11 Polo Park
419,0.000505306,10369,77 Kildonan Place
420,0.000505306,10646,17 Maples
421,0.000505306,10754,17 Maples
422,0.000505306,10556,11 Polo Park
423,0.000505306,60112,75 University of Manitoba
424,0.000505306,10628,18 Riverbend
425,0.000505306,61211,BLUE St. Norbert
426,0.000505306,10630,18 Riverbend
427,0.000505306,10633,18 Tuxedo
428,0.000505306,10555,11 Polo Park
429,0.000505306,10551,11 Polo Park
430,0.000505306,30054,18 Tuxedo
431,0.000505306,60107,75 University of Manitoba
432,0.000505306,10551,11 Crestview
433,0.000505306,10707,15 Airport via Wellington
434,0.000505306,60211,78 Polo Park
435,0.000505306,50816,75 Kildonan Place
436,0.000505306,20006,77 Polo Park
437,0.000505306,60099,BLUE St. Norbert
438,0.000505306,60139,78 University of Manitoba
439,0.000505306,60113,78 University of Manitoba
440,0.000505306,60205,78 Polo Park
441,0.000505306,10580,11 North Kildonan via Rothesay
442,0.000505306,60107,BLUE University of Manitoba
443,0.000505306,50551,14 South St. Vital via Dakota
444,0.000505306,10583,11 North Kildonan via Rothesay
445,0.000505306,10628,11 North Kildonan via Rothesay
446,0.000505306,10629,11 North Kildonan via Donwood
447,0.000505306,30815,77 Kildonan Place
448,0.000505306,30812,77 Polo Park
449,0.000505306,10471,15 Inkster Park via Church
450,0.000505306,60122,BLUE St. Norbert
451,0.000505306,10577,11 North Kildonan via Rothesay
452,0.000505306,10473,15 Inkster Park via Inkster
453,0.000505306,10577,11 Glenway
454,0.000505306,60067,BLUE St. Norbert
455,0.000505306,20609,77 Polo Park
456,0.000505306,20149,77 Polo Park
457,0.000505306,10576,11 North Kildonan via Rothesay
458,0.000505306,60675,BLUE Downtown
459,0.000505306,10574,11 North Kildonan via Rothesay
460,0.000505306,10534,15 Airport via Wellington
461,0.000505306,10534,15 Airport via Wellington
462,0.000505306,10574,11 Glenway
463,0.000505306,61203,BLUE St. Norbert
464,0.000505306,60103,75 Kildonan Place
465,0.000505306,30073,18 Tuxedo
466,0.000505306,10545,11 Westwood
467,0.000505306,10549,21 Grace Hospital
468,0.000505306,10735,19 RRC Polytech via Notre Dame
469,0.000505306,10771,19 RRC Polytech via Notre Dame
470,0.000505306,40435,11 Polo Park
471,0.000505306,30091,18 Tuxedo
472,0.000505306,60673,74 Polo Park
473,0.000505306,11028,BLUE Downtown
474,0.000505306,10297,14 South St. Vital via Dakota
475,0.000505306,10548,21 Crestview
476,0.000505306,10548,21 Westwood
477,0.000505306,40281,90 North Transcona
478,0.000505306,10549,21 St. Charles
479,0.000505306,40342,90 North Transcona
480,0.000505306,61116,74 University of Manitoba
481,0.000505306,10549,21 Westwood
482,0.000505306,10512,14 South St. Vital via Dakota
483,0.000505306,10535,14 Ferry Road
484,0.000505306,10542,11 Polo Park
485,0.000505306,10542,11 Polo Park
486,0.000505306,10618,BLUE St. Norbert
487,0.000505306,62000,672 U. of Manitoba via Killarney
488,0.000505306,20206,21 St. Charles
489,0.000505306,61251,672 U. of Manitoba via Killarney
490,0.000505306,10541,11 Polo Park
491,0.000505306,20285,21 Downtown
492,0.000505306,40370,11 North Kildonan via Rothesay
493,0.000505306,30099,11 North Kildonan via Rothesay
494,0.000505306,10715,11 Polo Park
495,0.000505306,61213,BLUE St. Norbert
496,0.000505306,30091,18 Tuxedo
497,0.000505306,30092,18 Riverbend
498,0.000505306,30094,18 Tuxedo
499,0.000505306,11034,BLUE Downtown
500,0.000505306,30413,18 Garden City via Jefferson
501,0.000505306,10159,19 Windsor Park via Autumnwood
502,0.000505306,10637,11 Polo Park
503,0.000505306,61213,BLUE St. Norbert
504,0.000505306,10548,11 Westwood
505,0.000505306,10313,19 Windsor Park via Drake
506,0.000505306,10547,11 Polo Park
507,0.000505306,10546,11 Westwood
508,0.000505306,10547,11 Polo Park
509,0.000505306,10413,19 Windsor Park via Autumnwood
510,0.000505306,10800,11 Downtown
511,0.000505306,50312,75 University of Manitoba
512,0.000505306,11032,BLUE Downtown
513,0.000505306,50401,75 Kildonan Place
514,0.000252653,60155,60 University of Manitoba
515,0.000252653,60128,60 University of Manitoba
516,0.000252653,11030,BLUE Downtown
517,0.000252653,10134,BLUE St. Norbert
518,0.000252653,10157,BLUE Downtown
519,0.000252653,10616,BLUE St. Norbert
520,0.000252653,60138,60 University of Manitoba
521,0.000252653,11034,BLUE Downtown
522,0.000252653,60152,60 Downtown
523,0.000252653,60130,60 University of Manitoba
524,0.000252653,10624,BLUE Downtown
525,0.000252653,60130,60 University of Manitoba
526,0.000252653,60129,60 Downtown
527,0.000252653,60065,BLUE St. Norbert
528,0.000252653,60128,60 University of Manitoba
529,0.000252653,11030,BLUE Downtown
530,0.000252653,60154,60 University of Manitoba
531,0.000252653,10624,BLUE Downtown
532,0.000252653,60132,60 Downtown
533,0.000252653,60742,672 U. of Manitoba via Killarney
534,0.000252653,60099,BLUE St. Norbert
535,0.000252653,60103,BLUE Downtown
536,0.000252653,50490,58 Downtown
537,0.000252653,50284,55 Downtown via Meadowood
538,0.000252653,50278,55 St. Vital Centre via Meadowood
539,0.000252653,50275,55 Downtown via Meadowood
540,0.000252653,50269,55 Downtown via Meadowood
541,0.000252653,50268,55 St. Vital Centre via Meadowood
542,0.000252653,61217,BLUE St. Norbert
543,0.000252653,50267,55 Downtown via Meadowood
544,0.000252653,50266,55 St. Vital Centre via Meadowood
545,0.000252653,50265,55 Downtown via Meadowood
546,0.000252653,50264,55 St. Vital Centre via Meadowood
547,0.000252653,50262,55 Downtown via Meadowood
548,0.000252653,50262,55 Downtown via Meadowood
549,0.000252653,61218,BLUE University of Manitoba
550,0.000252653,50207,55 St. Vital Centre via Meadowood
551,0.000252653,10641,55 St. Vital Centre via Meadowood
552,0.000252653,10639,55 St. Vital Centre via Meadowood
553,0.000252653,50496,58 Downtown
554,0.000252653,50819,58 Downtown
555,0.000252653,10159,59 Island Lakes
556,0.000252653,61202,BLUE Downtown
557,0.000252653,60115,BLUE St. Norbert
558,0.000252653,60117,BLUE St. Norbert
559,0.000252653,60118,BLUE St. Norbert
560,0.000252653,60118,BLUE St. Norbert
561,0.000252653,60121,60 Downtown
562,0.000252653,61202,BLUE Downtown
563,0.000252653,60120,60 Downtown
564,0.000252653,60119,60 Downtown
565,0.000252653,50615,59 Aldgate
566,0.000252653,61205,BLUE St. Norbert
567,0.000252653,60259,60 University of Manitoba
568,0.000252653,61208,BLUE Downtown
569,0.000252653,61210,BLUE Downtown
